﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3b0EOvScbZUc0qJx0E1L2z","I Want You Back","The Jackson 5","Diana Ross Presents The Jackson 5","1","3","176333","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:0meHP3tfAozgTCU6gskPe3","Sığamıyorum","Bengü","Sığamıyorum","1","1","197168","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:7uTMsnMvN3sWoTZTXGuC1a","Herkesin Bir Derdi Var (Cerrahpaşa)","Volkan Konak","Maranda","1","3","256173","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:39rqDP2s2hN1JtXptyeM3u","Ignite - 2016 League Of Legends World Championship","Zedd","Ignite (2016 League Of Legends World Championship)","1","1","195466","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:0KDF7GoTTgifhcROj9yhZp","Big Enough","Kirin J Callinan, Alex Cameron, Molly Lewis, Jimmy Barnes","Bravado","1","5","283720","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:4Vkk3iD1VrENHJEACNddvt","Moanin'","Art Blakey","Moanin' (The Rudy Van Gelder Edition)","1","2","570720","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:1dX6oGAG5PaexuPj29PsYd","I Can't Go On Without You","KALEO","A/B","1","10","377000","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6ZghJJ1UXEjVI2t7UYyLUJ","The Mini Minotaur Song","Toby Turner & Tobuscus","The Mini Minotaur Song","1","1","76696","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:3c3yl6epRSr4VAljNhZRQN","Safety Torch (feat. Terabrite)","Toby Turner & Tobuscus","Safety Torch (feat. Terabrite)","1","1","61205","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6o7yykxavf5uvzP8hWfkFj","Nugget in a Biscuit","Toby Turner & Tobuscus","Nugget in a Biscuit","1","1","65454","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:3pqTtHzszTsy5a2fAa00ne","Braum","League of Legends","The Music of League of Legends, Vol. 1","1","6","213493","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:5KG0Xoh4ft3Yitq9yf4ntt","Will Power (From "Persona 5")","Ferdk","VGM Covers, Vol. 3","1","14","163705","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:7ewraUQ1M5KwLZoFnPyXZG","Gas Gas Gas (Initial D)","Tsuko G.","Gas Gas Gas (Initial D)","1","1","272404","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:3JGQ8LZqQusCMpDluqqKhc","Life Will Change (Persona 5)","AmaLee","Life Will Change (Persona 5)","1","1","235000","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6ysBp7aLr5wuHAYEwYI16i","Papermoon (Soul Eater)","AmaLee","Total Coverage, Vol. 3","1","11","285876","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:4qv7YSyt5UV8LvrXyE8sGn","Can You Feel It - Single Version","The Jacksons","The Essential Michael Jackson","1","14","230773","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:7azo4rpSUh8nXgtonC6Pkq","Thriller","Michael Jackson","Scream","1","2","358053","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:3ajYmPDtB3P7JTPQ64Dr7P","Kuzu Kuzu","Tarkan","Karma","1","3","233639","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:47wyVl7cuK51q1NUdtrhcJ","Yıldızların Altında","Kargo","Yıldızların Altında","1","1","177580","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6kbSFButlwA6kJ53FwEJIA","İltimas","Gülşen, Murat Boz","İltimas","1","1","250312","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6rWID4G0g3vGL4YGp7f2h6","Dudak","Edis","Dudak","1","1","223571","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:2HzfRSfCogBSsgW2CckVA2","Lot to Learn","Luke Christopher","TMRWFRVR","1","15","248386","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:56oHEPvPd0sV7w6wLp4Wt6","Sevdik Sevdalandık","Reyhan Karaca","Sevdik Sevdalandık","1","1","258906","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6uTuM8rNN1rNrUXtgKxoo3","Kafile","Yüksek Sadakat","Yüksek Sadakat","1","3","258786","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:5ztIul377mylwHJkCnIWbn","Dance Me To The End Of Love","Madeleine Peyroux","Careless Love","1","1","235640","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:4z0spwzLajA7R76czkAIEE","At Last, Sunrise","Maree Docia","We Were Legends","1","8","120500","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
